200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
200.0,32.0,0.0,32.0,100.0,188.0,0.0,0.0,0.0,WDC WD5000LPVX
